label,text
1,"Sure, white man throw us a bone and that's supposed to make us forget 400 years."
0,No. The real events that have happened to me have been fucked up. Not my mind.
1,"No aunts, no uncles, no cousins?"
1,The cops didn't try and strangle my ass.
0,Maybe if we work at it we can get Dawson charged with the Kennedy assassination.
0,Don't make me use this.
0,"Excuse me, but this island didn't have a murder rate until you people showed up. I've never seen a dead body before."
1,He's got more sense than you have.
0,"Monsieur, to both your family, and your cows, I say; Bravo."
1,"Everybody take your seatsl Col.Landa, Lt.Aldo, and Bridget are still together."
0,"So you see, Mercer, every man has a price he will willingly accept. Even for what he hopes never to sell."
1,They haven't found any clues yet -- no gun -- no fingerprints --
1,Little greaser sonofabitch been running a goddarn bus service.
1,I think I'll do what I damn well please.
0,Do you know - you ought to find yourself a girl.
0,You're lucky you got to see anybody shot in this war.
0,"All Combat takes place at night, in the Rain, and at the Junction of four Map Segments..."
0,I'm gonna solve this case myself. Taxi!
1,Wouldn't you accept that gift?
1,Then tell them Dr. Zaius won't leave here alive.
1,I think he's dead.
0,"Goddammit, Preston! All you had to do is look her in the eye and lie."
1,I'm going to see what the hell happened.
1,What do you mean there ain't no money?
1,Let's be able to say we were the ones who put peer pressure out to pasture.
0,The whole world is trying to get out of Washington and we're the only schmucks trying to get in.
0,This is gonna ruin my whole day.
0,A thousand commanders and we get a Belgian from Alcoholic's Anonymous.
0,"All you gotta do is pull on the trigger, mister."
1,You buy me many things.
0,You're the only audience I've ever needed.
1,"Buzz, come over here and you just tell the nice toys that you're not dead."
1,"A dateless bargain, to engrossing death."
0,"Awright! Stand back, you pedestrians, this ain't no automobile accident!"
0,"God damn it, that motherfucker got blood all over my best clown suit."
1,And you will need me.
1,Would it help if I explained to them I'm not homosexual?
0,Argh! That one counts as mine!
1,We also know that the weapon systems of this Death Star are not yet operational.
1,"Data, Worf, you're with me."
0,"that if I told you, you'd know that he knew that you knew that he knew... that you knew... or something."
1,Here's your cracker.
0,"I see the usual gang of misfits and dope addicts are here. Say, who's the lug?"
0,"Grab the shovel, Harold."
0,We should have dug deeper than a grave.
1,"Some cop is scoping for you, dude."
0,"Give me all your money, bitch!"
1,"You see, it's for winners."
0,I think I'll go home - maybe I left my sense of humor in another suit.
1,"Billy, take the radio, leave the rest."
1,There's a subliminal message in this?
1,"She's tapping Kara, and Kara knows you know me."
1,Don't you even see -- I'm finished.
0,"Coulda, woulda, shoulda, pal."
0,Maybe I'll just sit and bleed at you.
1,That is one of my mission parameters.
1,Don't worry -- I'll use the old Nixon charm on her.
1,"Look at this, twenty fuckin' paints in a row."
0,Polly wanna cracker?
0,There's not going to be a happy ending. It's not possible.
1,"My dad, brothers, uncles -- we all drink and sooner or later we all fuck up."
1,"I don't get you people, let alone like you much..."
1,Nobody out there was expecting a guy like him.
1,"Oh, and Senator...?"
0,You used to ride with that guy?
1,I'll pull into the parking garage and wait.
1,"I knew it, I knew it, go be nice to people and they think they can ask for the moon!"
0,Can we two have grown so old and inflexible that we have outlived our usefulness?  Would that constitute a joke?
1,"But, wait-- Tess-- that's always been Nikki's number."
0,"Sorry if we hurt your field, Mister."
1,"Just give them - you know, give them each a kiss for me, and give them my love, and tell them - you know... All right, Milly."
1,I believe my memory engrams would sense the absence of your specific reactions and behavior.
1,"Took the poor asshole's money and put it in a locker, ready to go."
1,"When I was your age, there was only one girl who talked like that in the whole neighborhood."
0,You! You've been taken to the cleaners and you don't even know your pants are off!
0,This is the coolest thing I have ever seen.
1,"I didn't know your size, so I guessed."
0,"No offense, Professor Tripp, but you look sorta crappy."
1,"Well, pretend to be my loving daughter tonight and walk with me to my chamber."
1,I'm sorry to hear that.
1,We'd love to have ya.
1,Because a bottle of wine is actually alive -- it's constantly evolving and gaining complexity.
0,Look at this fuckin' guy.
0,"She is severely fuckable, isn't she? - And the very devil with a socket wrench."
1,"Shuttle for new recruits leaves tomorrow, 0800."
1,Just empty that cash into this bag and you'll have an amazing story to tell all your friends.
0,"Since when is the LAPD working for the Feeb? Besides, Ramone flew out a window. My C.I. flew out a window, he's got Felix's handprints on his ass. Yes? That makes it ours."
0,Walking corpses are not real!
0,This is pretty fucking sexy.
0,'Is love a fancy or a feeling?' Or a Ferrars?
1,"I think that if you do, if you choose to come back, you'll be a better pilot... a better man."
0,"You are in no position to give orders, Dr. Jones."
0,"A whole club of pirates, with pirate names..."
0,Adolescence is a marketing tool.
1,We didn't bring him back for money.
1,"Wow, he's better than you ever were."
0,"Realizing the importance of the case, my men are rounding up twice the usual number of suspects."
1,"Mercutio, thou consortest with Romeo."
1,"All right, take it easy now, take it easy."
0,Does anyone understand a word I'm saying here?
0,I'm gonna get that son of a bitch!
0,"Vigi, Vigi, Vigi -- you have been a bad little monkey."
1,"Actually, you can give all the credit for Hell to my first wife; she was the inspiration."
0,"I found a broken gasket, from space --"
1,You like your old man better than your mom?
1,"""The Breath of God... Only the penitent man will pass."
0,I don't think I'll ever dry out.
1,"Nevertheless, I insist your vocation makes a difference, because to hold out anything other than a spiritual yardstick to reality is to be jerking off grandly into the abyss."
1,Was I wearing something of yours and you got mad at me?
0,"What do you make of this, Mr. Finch?"
1,Spats Colombo -- delegate from Chicago -- South Side chapter.
0,"We're the CIA, something always goes wrong."
0,"Explain this to me like I'm a six year old, okay? The entire street is clear except for one small area under construction, with a huge hole that is clearly marked and blocked off, and you decide you must cross the street at this spot. You fall into the hole and you want to sue the city for negligence? ..."
0,Progress! It always arrives too late!
0,The world is full of shit.
0,"Is that the only way you can succeed, Anton, to see me fail?"
0,"Yeah, you like that, don't you bitch?"
1,I wish I did.
0,"No, she's beautiful. But a pill."
1,What manner of person was she?
1,The rampant exchange of bodily fluids was one of the major reasons for the downfall of society.
0,It's your suggestions that prevent us from negotiating what should be a simple matter of catching or staying on a bus!
1,Nothing's hurt so far but your pride...and nobody need ever know about that except the people in this room.
0,Maybe Mike shouldn't get mixed up in this so directly. You know the old man doesn't want that.
1,"I was working, maybe I would've been able to do something, but..."
0,Find them and destroy them!
1,So I took things into my own hands and I found a way out.
1,I just love the feel of tuck and roll upholstery.
1,"Thanks, Mickey, but I need to get out, you know?"
1,Now what kind of deal do you think that cop can come up with to beat that?
1,Somebody wake up Hicks.
1,Something about that girl brought out the best in a lot of... ... pretty average people.
0,"I checked the guide for ways to rescue a prisoner from Vogsphere. It said ""Don't."" I'm assuming your plan is better."
0,Fine. More eggs or should we just fuck on the linoleum one last time?
1,This mornin' I was talkin' to this stranger up at the boardinghouse.
1,"He never belonged here, and his sister's no saner than one of them Reavers."
0,How about the shape of that liquor cabinet?
1,"Wait, man!"
1,Unless you'd like to take her drink up to her...
0,"Sir, my leg is on fire!"
1,Did you find her all right?
1,"No, but the boat has to be here somewhere!"
